url,domain,path,language,is_mobile,label,note
https://mock-banking-system.cybersec.test/en/business/login,mock-banking-system.cybersec.test,/business/login,en,False,benign,synthetic_training_data
https://mock-banking-system.cybersec.test/account/summary,mock-banking-system.cybersec.test,/account/summary,ar,False,benign,synthetic_training_data
https://m.mock-banking-system.cybersec.test/ar/signin,mock-banking-system.cybersec.test,/signin,ar,True,benign,synthetic_training_data
https://m.mock-banking-system.cybersec.test/payments/bills,mock-banking-system.cybersec.test,/payments/bills,en,True,benign,synthetic_training_data
https://m.mock-banking-system.cybersec.test/services/investments,mock-banking-system.cybersec.test,/services/investments,en,True,benign,synthetic_training_data
https://demo-credit-union.phish-detection.lab/en/payments/government,demo-credit-union.phish-detection.lab,/payments/government,en,False,benign,synthetic_training_data
https://mobile.demo-credit-union.phish-detection.lab/authenticate,demo-credit-union.phish-detection.lab,/authenticate,ar,True,benign,synthetic_training_data
https://m.demo-credit-union.phish-detection.lab/account/overview,demo-credit-union.phish-detection.lab,/account/overview,ar,True,benign,synthetic_training_data
https://www.mobile.demo-credit-union.phish-detection.lab/ar/account/dashboard,demo-credit-union.phish-detection.lab,/account/dashboard,ar,True,benign,synthetic_training_data
https://mobile.demo-credit-union.phish-detection.lab/account/summary,demo-credit-union.phish-detection.lab,/account/summary,en,True,benign,synthetic_training_data
https://www.demo-credit-union.phish-detection.lab/account/overview,demo-credit-union.phish-detection.lab,/account/overview,en,False,benign,synthetic_training_data
https://m.demo-credit-union.phish-detection.lab/en/account/dashboard,demo-credit-union.phish-detection.lab,/account/dashboard,en,True,benign,synthetic_training_data
https://www.mobile.demo-credit-union.phish-detection.lab/en/account/dashboard,demo-credit-union.phish-detection.lab,/account/dashboard,en,True,benign,synthetic_training_data
https://mobile.demo-credit-union.phish-detection.lab/en/payments/government,demo-credit-union.phish-detection.lab,/payments/government,en,True,benign,synthetic_training_data
https://mobile.demo-credit-union.phish-detection.lab/ar/support/contact,demo-credit-union.phish-detection.lab,/support/contact,ar,True,benign,synthetic_training_data
https://www.mobile.sample-islamic-bank.ml-training.org/personal/login,sample-islamic-bank.ml-training.org,/personal/login,en,True,benign,synthetic_training_data
https://www.m.sample-islamic-bank.ml-training.org/account/dashboard,sample-islamic-bank.ml-training.org,/account/dashboard,en,True,benign,synthetic_training_data
https://m.sample-islamic-bank.ml-training.org/en/signin,sample-islamic-bank.ml-training.org,/signin,en,True,benign,synthetic_training_data
https://www.m.sample-islamic-bank.ml-training.org/authenticate,sample-islamic-bank.ml-training.org,/authenticate,ar,True,benign,synthetic_training_data
https://www.m.sample-islamic-bank.ml-training.org/support/faq,sample-islamic-bank.ml-training.org,/support/faq,ar,True,benign,synthetic_training_data
https://sample-islamic-bank.ml-training.org/ar/account/history,sample-islamic-bank.ml-training.org,/account/history,ar,False,benign,synthetic_training_data
https://sample-islamic-bank.ml-training.org/services/investments,sample-islamic-bank.ml-training.org,/services/investments,en,False,benign,synthetic_training_data
https://www.sample-islamic-bank.ml-training.org/payments/government,sample-islamic-bank.ml-training.org,/payments/government,en,False,benign,synthetic_training_data
https://sample-islamic-bank.ml-training.org/settings/profile,sample-islamic-bank.ml-training.org,/settings/profile,ar,False,benign,synthetic_training_data
https://mobile.sample-islamic-bank.ml-training.org/payments/mobile-recharge,sample-islamic-bank.ml-training.org,/payments/mobile-recharge,ar,True,benign,synthetic_training_data
https://m.fake-commercial-bank.dataset.dev/en/settings/notifications,fake-commercial-bank.dataset.dev,/settings/notifications,en,True,benign,synthetic_training_data
https://www.m.fake-commercial-bank.dataset.dev/en/account/overview,fake-commercial-bank.dataset.dev,/account/overview,en,True,benign,synthetic_training_data
https://fake-commercial-bank.dataset.dev/ar/business/login,fake-commercial-bank.dataset.dev,/business/login,ar,False,benign,synthetic_training_data
https://fake-commercial-bank.dataset.dev/settings/notifications,fake-commercial-bank.dataset.dev,/settings/notifications,en,False,benign,synthetic_training_data
https://m.fake-commercial-bank.dataset.dev/ar/settings/notifications,fake-commercial-bank.dataset.dev,/settings/notifications,ar,True,benign,synthetic_training_data
https://www.fake-commercial-bank.dataset.dev/services/investments,fake-commercial-bank.dataset.dev,/services/investments,ar,False,benign,synthetic_training_data
https://www.mobile.fake-commercial-bank.dataset.dev/en/personal/login,fake-commercial-bank.dataset.dev,/personal/login,en,True,benign,synthetic_training_data
https://www.mobile.fake-commercial-bank.dataset.dev/personal/login,fake-commercial-bank.dataset.dev,/personal/login,en,True,benign,synthetic_training_data
https://fake-commercial-bank.dataset.dev/account/statements,fake-commercial-bank.dataset.dev,/account/statements,en,False,benign,synthetic_training_data
https://m.fake-commercial-bank.dataset.dev/en/account/history,fake-commercial-bank.dataset.dev,/account/history,en,True,benign,synthetic_training_data
https://mobile.synthetic-investment-bank.ai-research.net/en/payments/mobile-recharge,synthetic-investment-bank.ai-research.net,/payments/mobile-recharge,en,True,benign,synthetic_training_data
https://www.mobile.synthetic-investment-bank.ai-research.net/ar/services/loans,synthetic-investment-bank.ai-research.net,/services/loans,ar,True,benign,synthetic_training_data
https://synthetic-investment-bank.ai-research.net/ar/account/history,synthetic-investment-bank.ai-research.net,/account/history,ar,False,benign,synthetic_training_data
https://m.synthetic-investment-bank.ai-research.net/ar/services/cards,synthetic-investment-bank.ai-research.net,/services/cards,ar,True,benign,synthetic_training_data
https://m.synthetic-investment-bank.ai-research.net/payments/government,synthetic-investment-bank.ai-research.net,/payments/government,en,True,benign,synthetic_training_data
https://m.synthetic-investment-bank.ai-research.net/en/personal/login,synthetic-investment-bank.ai-research.net,/personal/login,en,True,benign,synthetic_training_data
https://www.synthetic-investment-bank.ai-research.net/settings/notifications,synthetic-investment-bank.ai-research.net,/settings/notifications,en,False,benign,synthetic_training_data
https://www.synthetic-investment-bank.ai-research.net/transfer/domestic,synthetic-investment-bank.ai-research.net,/transfer/domestic,en,False,benign,synthetic_training_data
https://mobile.synthetic-investment-bank.ai-research.net/payments/mobile-recharge,synthetic-investment-bank.ai-research.net,/payments/mobile-recharge,en,True,benign,synthetic_training_data
https://www.synthetic-investment-bank.ai-research.net/account/dashboard,synthetic-investment-bank.ai-research.net,/account/dashboard,en,False,benign,synthetic_training_data
https://m.training-national-bank.security.test/ar/transfer/international,training-national-bank.security.test,/transfer/international,ar,True,benign,synthetic_training_data
https://www.training-national-bank.security.test/settings/security,training-national-bank.security.test,/settings/security,en,False,benign,synthetic_training_data
https://www.m.training-national-bank.security.test/en/services/cards,training-national-bank.security.test,/services/cards,en,True,benign,synthetic_training_data
https://www.mobile.training-national-bank.security.test/support/chat,training-national-bank.security.test,/support/chat,en,True,benign,synthetic_training_data
https://www.training-national-bank.security.test/en/account/overview,training-national-bank.security.test,/account/overview,en,False,benign,synthetic_training_data
https://training-national-bank.security.test/payments/mobile-recharge,training-national-bank.security.test,/payments/mobile-recharge,en,False,benign,synthetic_training_data
https://www.m.training-national-bank.security.test/account/statements,training-national-bank.security.test,/account/statements,en,True,benign,synthetic_training_data
https://mobile.training-national-bank.security.test/en/support/chat,training-national-bank.security.test,/support/chat,en,True,benign,synthetic_training_data
https://mobile.training-national-bank.security.test/personal/login,training-national-bank.security.test,/personal/login,en,True,benign,synthetic_training_data
https://www.m.training-national-bank.security.test/ar/services/loans,training-national-bank.security.test,/services/loans,ar,True,benign,synthetic_training_data
https://mobile.research-savings-bank.phishing-lab.edu/en/authenticate,research-savings-bank.phishing-lab.edu,/authenticate,en,True,benign,synthetic_training_data
https://www.m.research-savings-bank.phishing-lab.edu/en/account/statements,research-savings-bank.phishing-lab.edu,/account/statements,en,True,benign,synthetic_training_data
https://www.research-savings-bank.phishing-lab.edu/support/chat,research-savings-bank.phishing-lab.edu,/support/chat,en,False,benign,synthetic_training_data
https://www.research-savings-bank.phishing-lab.edu/ar/signin,research-savings-bank.phishing-lab.edu,/signin,ar,False,benign,synthetic_training_data
https://www.research-savings-bank.phishing-lab.edu/support/contact,research-savings-bank.phishing-lab.edu,/support/contact,en,False,benign,synthetic_training_data
https://research-savings-bank.phishing-lab.edu/ar/account/overview,research-savings-bank.phishing-lab.edu,/account/overview,ar,False,benign,synthetic_training_data
https://m.research-savings-bank.phishing-lab.edu/services/investments,research-savings-bank.phishing-lab.edu,/services/investments,en,True,benign,synthetic_training_data
https://www.mobile.research-savings-bank.phishing-lab.edu/services/loans,research-savings-bank.phishing-lab.edu,/services/loans,en,True,benign,synthetic_training_data
https://research-savings-bank.phishing-lab.edu/ar/account/overview,research-savings-bank.phishing-lab.edu,/account/overview,ar,False,benign,synthetic_training_data
https://m.research-savings-bank.phishing-lab.edu/support/faq,research-savings-bank.phishing-lab.edu,/support/faq,en,True,benign,synthetic_training_data
https://m.mock-development-bank.cybersec.org/en/transfer/between-accounts,mock-development-bank.cybersec.org,/transfer/between-accounts,en,True,benign,synthetic_training_data
https://www.mock-development-bank.cybersec.org/authenticate,mock-development-bank.cybersec.org,/authenticate,ar,False,benign,synthetic_training_data
https://mobile.mock-development-bank.cybersec.org/settings/notifications,mock-development-bank.cybersec.org,/settings/notifications,ar,True,benign,synthetic_training_data
https://mobile.mock-development-bank.cybersec.org/services/cards,mock-development-bank.cybersec.org,/services/cards,ar,True,benign,synthetic_training_data
https://mobile.mock-development-bank.cybersec.org/transfer/international,mock-development-bank.cybersec.org,/transfer/international,ar,True,benign,synthetic_training_data
https://www.mobile.mock-development-bank.cybersec.org/en/transfer/international,mock-development-bank.cybersec.org,/transfer/international,en,True,benign,synthetic_training_data
https://mobile.mock-development-bank.cybersec.org/services/loans,mock-development-bank.cybersec.org,/services/loans,ar,True,benign,synthetic_training_data
https://www.mobile.mock-development-bank.cybersec.org/ar/settings/notifications,mock-development-bank.cybersec.org,/settings/notifications,ar,True,benign,synthetic_training_data
https://www.m.mock-development-bank.cybersec.org/ar/payments/government,mock-development-bank.cybersec.org,/payments/government,ar,True,benign,synthetic_training_data
https://www.mobile.mock-development-bank.cybersec.org/en/payments/mobile-recharge,mock-development-bank.cybersec.org,/payments/mobile-recharge,en,True,benign,synthetic_training_data
